id,from,to,type,speed,length,cost
-651589193#1,from_-651589193#1,to_-651589193#1,real,13.89,793.59,57.13390928725702
-651589199#0,from_-651589199#0,to_-651589199#0,real,13.89,9.22,0.6637868970482361
-651589208#1,from_-651589208#1,to_-651589208#1,real,13.89,23.41,1.685385169186465
-651675640#0,from_-651675640#0,to_-651675640#0,real,2.78,5.58,2.0071942446043165
-651675640#3,from_-651675640#3,to_-651675640#3,real,2.78,199.16,71.64028776978418
-651675643,from_-651675643,to_-651675643,real,8.33,51.34,6.163265306122449
-651675644#1,from_-651675644#1,to_-651675644#1,real,13.89,67.43,4.854571634269258
-651675645#1,from_-651675645#1,to_-651675645#1,real,13.89,38.55,2.7753779697624186
-651675647#1,from_-651675647#1,to_-651675647#1,real,13.89,76.46,5.504679625629949
-651722982,from_-651722982,to_-651722982,real,13.89,75.16,5.411087113030957
-651764605#11,from_-651764605#11,to_-651764605#11,real,2.78,48.14,17.31654676258993
-651764605#12,from_-651764605#12,to_-651764605#12,real,2.78,44.04,15.841726618705037
-651764605#14,from_-651764605#14,to_-651764605#14,real,2.78,106.97,38.47841726618705
-651764605#9,from_-651764605#9,to_-651764605#9,real,2.78,254.45,91.52877697841727
-651764606,from_-651764606,to_-651764606,real,2.78,43.24,15.553956834532375
-651770668,from_-651770668,to_-651770668,real,2.78,49.47,17.79496402877698
-651777229#3,from_-651777229#3,to_-651777229#3,real,2.78,28.65,10.305755395683454
-651792584#1,from_-651792584#1,to_-651792584#1,real,2.78,140.29,50.46402877697842
-651792584#6,from_-651792584#6,to_-651792584#6,real,2.78,65.28,23.482014388489212
-651792584#7,from_-651792584#7,to_-651792584#7,real,2.78,15.67,5.636690647482014
-651792584#8,from_-651792584#8,to_-651792584#8,real,2.78,140.2,50.431654676258994
-651792585#1,from_-651792585#1,to_-651792585#1,real,2.78,30.71,11.04676258992806
-651792585#3,from_-651792585#3,to_-651792585#3,real,2.78,33.6,12.0863309352518
-651792585#4,from_-651792585#4,to_-651792585#4,real,2.78,23.12,8.31654676258993
-651792585#5,from_-651792585#5,to_-651792585#5,real,2.78,61.75,22.21223021582734
-651792585#6,from_-651792585#6,to_-651792585#6,real,2.78,60.97,21.931654676258994
-651792586#0,from_-651792586#0,to_-651792586#0,real,2.78,41.41,14.89568345323741
-651792586#5,from_-651792586#5,to_-651792586#5,real,2.78,173.09,62.26258992805756
-651792590#1,from_-651792590#1,to_-651792590#1,real,13.89,72.6,5.226781857451403
-651792590#4,from_-651792590#4,to_-651792590#4,real,13.89,72.36,5.209503239740821
-652024272#5,from_-652024272#5,to_-652024272#5,real,2.78,261.98,94.23741007194246
-652024291#1,from_-652024291#1,to_-652024291#1,real,2.78,21.16,7.611510791366907
-652024306#1,from_-652024306#1,to_-652024306#1,real,2.78,83.66,30.093525179856115
-652024307#2,from_-652024307#2,to_-652024307#2,real,2.78,68.63,24.68705035971223
-652024309,from_-652024309,to_-652024309,real,2.78,4.01,1.4424460431654675
-652024311,from_-652024311,to_-652024311,real,2.78,54.66,19.66187050359712
-652024327#1,from_-652024327#1,to_-652024327#1,real,2.78,65.62,23.604316546762593
-652024329,from_-652024329,to_-652024329,real,2.78,72.17,25.96043165467626
-653795245#0,from_-653795245#0,to_-653795245#0,real,2.78,14.44,5.194244604316547
-653795245#1,from_-653795245#1,to_-653795245#1,real,2.78,61.75,22.21223021582734
-653795246#0,from_-653795246#0,to_-653795246#0,real,2.78,93.25,33.543165467625904
-653795246#2,from_-653795246#2,to_-653795246#2,real,2.78,24.67,8.874100719424462
-653795246#4,from_-653795246#4,to_-653795246#4,real,2.78,36.0,12.949640287769785
-653795246#8,from_-653795246#8,to_-653795246#8,real,2.78,37.68,13.553956834532375
-653795247#1,from_-653795247#1,to_-653795247#1,real,2.78,82.97,29.845323741007196
-653798789,from_-653798789,to_-653798789,real,2.78,151.51,54.5
-653798790,from_-653798790,to_-653798790,real,2.78,57.1,20.539568345323744
-653806655#2,from_-653806655#2,to_-653806655#2,real,13.89,184.64,13.293016558675305
-654504605,from_-654504605,to_-654504605,real,13.89,160.14,11.529157667386608
-654504606#2,from_-654504606#2,to_-654504606#2,real,13.89,197.49,14.218142548596113
-654504607#4,from_-654504607#4,to_-654504607#4,real,13.89,342.71,24.67314614830813
-654504608,from_-654504608,to_-654504608,real,13.89,34.01,2.448524118070554
-654504609#0,from_-654504609#0,to_-654504609#0,real,13.89,240.68,17.327573794096473
-654504609#2,from_-654504609#2,to_-654504609#2,real,13.89,0.58,0.041756659467242614
-654504611,from_-654504611,to_-654504611,real,13.89,0.13,0.009359251259899209
-654504612#1,from_-654504612#1,to_-654504612#1,real,13.89,79.85,5.748740100791936
-654504615#1,from_-654504615#1,to_-654504615#1,real,13.89,385.71,27.768898488120946
-654504619,from_-654504619,to_-654504619,real,13.89,97.64,7.029517638588913
-654504620#1,from_-654504620#1,to_-654504620#1,real,2.78,47.66,17.14388489208633
-654504622,from_-654504622,to_-654504622,real,13.89,51.7,3.7221022318214545
-654504623#1,from_-654504623#1,to_-654504623#1,real,13.89,76.36,5.497480201583873
-654504625#1,from_-654504625#1,to_-654504625#1,real,13.89,193.02,13.8963282937365
-654504625#2,from_-654504625#2,to_-654504625#2,real,13.89,48.82,3.5147588192944563
-654504639,from_-654504639,to_-654504639,real,13.89,174.13,12.536357091432684
-654504642#1,from_-654504642#1,to_-654504642#1,real,8.33,56.72,6.809123649459783
-655075987#1,from_-655075987#1,to_-655075987#1,real,13.89,82.8,5.9611231101511875
-655075988#4,from_-655075988#4,to_-655075988#4,real,13.89,114.83,8.26709863210943
-655093172#0,from_-655093172#0,to_-655093172#0,real,2.78,122.68,44.129496402877706
-655093172#1,from_-655093172#1,to_-655093172#1,real,2.78,62.23,22.384892086330936
-655093173,from_-655093173,to_-655093173,real,2.78,111.45,40.08992805755396
-655093174#0,from_-655093174#0,to_-655093174#0,real,2.78,25.99,9.348920863309353
-655093174#1,from_-655093174#1,to_-655093174#1,real,2.78,48.78,17.546762589928058
-655093174#2,from_-655093174#2,to_-655093174#2,real,2.78,68.59,24.6726618705036
-655093174#3,from_-655093174#3,to_-655093174#3,real,2.78,13.13,4.723021582733813
-655093175,from_-655093175,to_-655093175,real,2.78,12.36,4.446043165467626
-655093176#0,from_-655093176#0,to_-655093176#0,real,2.78,141.24,50.80575539568346
-655093176#1,from_-655093176#1,to_-655093176#1,real,2.78,33.48,12.043165467625899
-655093177,from_-655093177,to_-655093177,real,2.78,12.54,4.510791366906475
-655098812,from_-655098812,to_-655098812,real,2.78,100.56,36.1726618705036
-655098813#1,from_-655098813#1,to_-655098813#1,real,2.78,19.29,6.938848920863309
-655098813#2,from_-655098813#2,to_-655098813#2,real,2.78,35.85,12.895683453237412
-655241413#1,from_-655241413#1,to_-655241413#1,real,13.89,54.34,3.912167026637869
-655255226#1,from_-655255226#1,to_-655255226#1,real,2.78,99.55,35.809352517985616
-657943926#2,from_-657943926#2,to_-657943926#2,real,13.89,116.97,8.421166306695463
-657943926#7,from_-657943926#7,to_-657943926#7,real,13.89,717.39,51.64794816414687
-657956233,from_-657956233,to_-657956233,real,2.78,41.48,14.920863309352518
-657956272#3,from_-657956272#3,to_-657956272#3,real,2.78,192.13,69.11151079136691
-657956273#1,from_-657956273#1,to_-657956273#1,real,2.78,13.53,4.866906474820144
-657956273#2,from_-657956273#2,to_-657956273#2,real,2.78,132.95,47.82374100719424
-657956274,from_-657956274,to_-657956274,real,2.78,100.21,36.04676258992806
-657956275#0,from_-657956275#0,to_-657956275#0,real,2.78,58.64,21.093525179856115
-657956275#1,from_-657956275#1,to_-657956275#1,real,2.78,10.77,3.8741007194244608
-657956276#0,from_-657956276#0,to_-657956276#0,real,2.78,129.54,46.597122302158276
-657956276#1,from_-657956276#1,to_-657956276#1,real,2.78,117.32,42.201438848920866
-657956276#2,from_-657956276#2,to_-657956276#2,real,2.78,0.2,0.07194244604316548
-657956277#0,from_-657956277#0,to_-657956277#0,real,2.78,70.56,25.38129496402878
-657956277#1,from_-657956277#1,to_-657956277#1,real,2.78,38.87,13.982014388489208
-657956277#2,from_-657956277#2,to_-657956277#2,real,2.78,34.06,12.25179856115108
-657956277#3,from_-657956277#3,to_-657956277#3,real,2.78,104.03,37.42086330935252
-657956277#5,from_-657956277#5,to_-657956277#5,real,2.78,129.12,46.44604316546763
-657956278#1,from_-657956278#1,to_-657956278#1,real,2.78,92.36,33.223021582733814
-657956278#3,from_-657956278#3,to_-657956278#3,real,2.78,112.09,40.32014388489209
-657956279,from_-657956279,to_-657956279,real,2.78,23.44,8.431654676258994
-657956286#0,from_-657956286#0,to_-657956286#0,real,2.78,47.44,17.06474820143885
-657956286#3,from_-657956286#3,to_-657956286#3,real,2.78,188.13,67.6726618705036
-657956287#1,from_-657956287#1,to_-657956287#1,real,2.78,7.87,2.8309352517985613
-658245251#0,from_-658245251#0,to_-658245251#0,real,2.78,16.36,5.884892086330935
-658245251#1,from_-658245251#1,to_-658245251#1,real,2.78,133.23,47.92446043165467
-658245251#2,from_-658245251#2,to_-658245251#2,real,2.78,92.44,33.251798561151084
-658245252#1,from_-658245252#1,to_-658245252#1,real,13.89,81.71,5.882649388048955
-658245252#2,from_-658245252#2,to_-658245252#2,real,13.89,31.57,2.272858171346292
-658245253,from_-658245253,to_-658245253,real,2.78,47.33,17.02517985611511
-658245254,from_-658245254,to_-658245254,real,2.78,79.45,28.579136690647484
-658245256#0,from_-658245256#0,to_-658245256#0,real,2.78,43.07,15.492805755395684
-658245261#1,from_-658245261#1,to_-658245261#1,real,2.78,127.19,45.751798561151084
-658245263#1,from_-658245263#1,to_-658245263#1,real,2.78,93.37,33.5863309352518
-659335887#0,from_-659335887#0,to_-659335887#0,real,13.89,79.93,5.754499640028798
-659335887#3,from_-659335887#3,to_-659335887#3,real,13.89,79.27,5.706983441324693
-659335888#1,from_-659335888#1,to_-659335888#1,real,2.78,30.22,10.870503597122303
-659335888#3,from_-659335888#3,to_-659335888#3,real,2.78,97.9,35.2158273381295
-659335888#5,from_-659335888#5,to_-659335888#5,real,2.78,43.1,15.50359712230216
-660242136#3,from_-660242136#3,to_-660242136#3,real,22.22,106.38,4.787578757875788
-660242136#4,from_-660242136#4,to_-660242136#4,real,22.22,96.21,4.32988298829883
-666169184,from_-666169184,to_-666169184,real,19.44,566.15,29.122942386831273
-673191183#2,from_-673191183#2,to_-673191183#2,real,2.78,82.09,29.52877697841727
-673191184#2,from_-673191184#2,to_-673191184#2,real,2.78,141.27,50.81654676258994
-673191185#0,from_-673191185#0,to_-673191185#0,real,2.78,0.2,0.07194244604316548
-673191185#1,from_-673191185#1,to_-673191185#1,real,2.78,0.2,0.07194244604316548
-673191185#3,from_-673191185#3,to_-673191185#3,real,2.78,94.43,33.96762589928058
-673191186#1,from_-673191186#1,to_-673191186#1,real,2.78,0.2,0.07194244604316548
-673191218,from_-673191218,to_-673191218,real,2.78,82.26,29.589928057553962
-673191220,from_-673191220,to_-673191220,real,2.78,81.16,29.194244604316548
-675373975#3,from_-675373975#3,to_-675373975#3,real,13.89,174.3,12.548596112311015
-677284639#0,from_-677284639#0,to_-677284639#0,real,13.89,94.01,6.768178545716343
-677284639#4,from_-677284639#4,to_-677284639#4,real,13.89,94.62,6.8120950323974085
-677284640#1,from_-677284640#1,to_-677284640#1,real,13.89,128.49,9.250539956803456
-677284640#3,from_-677284640#3,to_-677284640#3,real,13.89,29.27,2.107271418286537
-677284640#5,from_-677284640#5,to_-677284640#5,real,13.89,118.66,8.542836573074153
-678711834,from_-678711834,to_-678711834,real,2.78,103.5,37.230215827338135
-68034985#0,from_-68034985#0,to_-68034985#0,real,13.89,74.49,5.362850971922246
-68034985#1,from_-68034985#1,to_-68034985#1,real,13.89,98.16,7.06695464362851
-68034985#9,from_-68034985#9,to_-68034985#9,real,13.89,601.31,43.290856731461474
-685355099#5,from_-685355099#5,to_-685355099#5,real,13.89,111.33,8.01511879049676
-686185673,from_-686185673,to_-686185673,real,13.89,44.7,3.2181425485961124
-687598399#1,from_-687598399#1,to_-687598399#1,real,2.78,84.74,30.48201438848921
-688104697#1,from_-688104697#1,to_-688104697#1,real,13.89,256.48,18.46508279337653
-691519260,from_-691519260,to_-691519260,real,13.89,55.44,3.991360691144708
-692276760#3,from_-692276760#3,to_-692276760#3,real,22.22,219.54,9.88028802880288
-692276760#7,from_-692276760#7,to_-692276760#7,real,22.22,112.6,5.067506750675068
-694104730,from_-694104730,to_-694104730,real,13.89,100.45,7.231821454283657
-694124415#0,from_-694124415#0,to_-694124415#0,real,2.78,53.32,19.179856115107913
-694124415#1,from_-694124415#1,to_-694124415#1,real,2.78,1.81,0.6510791366906475
-694124416,from_-694124416,to_-694124416,real,2.78,66.73,24.00359712230216
-694127196#1,from_-694127196#1,to_-694127196#1,real,2.78,47.71,17.161870503597125
-694127196#2,from_-694127196#2,to_-694127196#2,real,2.78,52.09,18.73741007194245
-694127197#1,from_-694127197#1,to_-694127197#1,real,2.78,25.21,9.068345323741008
-710628942,from_-710628942,to_-710628942,real,13.89,42.39,3.0518358531317493
-711504661,from_-711504661,to_-711504661,real,13.89,154.35,11.11231101511879
-711529866#0,from_-711529866#0,to_-711529866#0,real,13.89,85.19,6.133189344852411
-711529866#1,from_-711529866#1,to_-711529866#1,real,13.89,128.82,9.274298056155507
-711967207,from_-711967207,to_-711967207,real,2.78,15.59,5.607913669064748
-715905364#1,from_-715905364#1,to_-715905364#1,real,13.89,469.39,33.793376529877605
-715905369#1,from_-715905369#1,to_-715905369#1,real,13.89,223.16,16.0662347012239
-715905369#2,from_-715905369#2,to_-715905369#2,real,13.89,0.2,0.014398848092152628
-717959601,from_-717959601,to_-717959601,real,13.89,145.76,10.493880489560834
-717959602,from_-717959602,to_-717959602,real,13.89,138.41,9.964722822174226
-719481755#2,from_-719481755#2,to_-719481755#2,real,22.22,256.47,11.542304230423044
-719481755#3,from_-719481755#3,to_-719481755#3,real,22.22,93.4,4.203420342034204
-719481755#4,from_-719481755#4,to_-719481755#4,real,22.22,2422.46,109.02160216021603
-720109986#1,from_-720109986#1,to_-720109986#1,real,13.89,96.71,6.962562994960402
-720109986#2,from_-720109986#2,to_-720109986#2,real,13.89,63.38,4.562994960403167
-720109986#3,from_-720109986#3,to_-720109986#3,real,13.89,22.71,1.6349892008639308
-720110080,from_-720110080,to_-720110080,real,13.89,56.77,4.087113030957523
-721027337,from_-721027337,to_-721027337,real,13.89,231.34,16.655147588192943
-721684036#2,from_-721684036#2,to_-721684036#2,real,13.89,96.47,6.94528437724982
-721684988,from_-721684988,to_-721684988,real,13.89,53.31,3.838012958963283
-721684989#0,from_-721684989#0,to_-721684989#0,real,13.89,70.37,5.066234701223903
-721684989#1,from_-721684989#1,to_-721684989#1,real,13.89,55.31,3.9820014398848094
-721687760#5,from_-721687760#5,to_-721687760#5,real,2.78,151.64,54.54676258992806
-722587600#0,from_-722587600#0,to_-722587600#0,real,13.89,38.59,2.77825773938085
-722587600#1,from_-722587600#1,to_-722587600#1,real,13.89,73.67,5.30381569474442
-722587601#0,from_-722587601#0,to_-722587601#0,real,13.89,254.11,18.29445644348452
-722587601#2,from_-722587601#2,to_-722587601#2,real,13.89,182.74,13.156227501799856
-722590009,from_-722590009,to_-722590009,real,13.89,291.82,21.009359251259898
-722590010#1,from_-722590010#1,to_-722590010#1,real,13.89,200.7,14.449244060475161
-722590011#0,from_-722590011#0,to_-722590011#0,real,13.89,223.16,16.0662347012239
-722590011#1,from_-722590011#1,to_-722590011#1,real,13.89,186.79,13.447804175665945
-722590012#0,from_-722590012#0,to_-722590012#0,real,13.89,52.13,3.7530597552195823
-722590012#1,from_-722590012#1,to_-722590012#1,real,13.89,80.84,5.820014398848092
-722590012#2,from_-722590012#2,to_-722590012#2,real,13.89,51.92,3.737940964722822
-722590012#3,from_-722590012#3,to_-722590012#3,real,13.89,244.79,17.623470122390206
-722590012#4,from_-722590012#4,to_-722590012#4,real,13.89,266.35,19.175665946724262
-722590012#5,from_-722590012#5,to_-722590012#5,real,13.89,68.69,4.94528437724982
-722590012#6,from_-722590012#6,to_-722590012#6,real,13.89,50.46,3.632829373650108
-723179922#13,from_-723179922#13,to_-723179922#13,real,8.33,131.67,15.80672268907563
-723179922#6,from_-723179922#6,to_-723179922#6,real,8.33,178.83,21.468187274909965
-723179922#9,from_-723179922#9,to_-723179922#9,real,8.33,98.08,11.774309723889555
-725073808,from_-725073808,to_-725073808,real,13.89,31.63,2.277177825773938
-726509434#8,from_-726509434#8,to_-726509434#8,real,8.33,174.78,20.98199279711885
-726509434#9,from_-726509434#9,to_-726509434#9,real,8.33,104.99,12.603841536614645
-726509436#0,from_-726509436#0,to_-726509436#0,real,13.89,32.16,2.3153347732181424
-726511409#2,from_-726511409#2,to_-726511409#2,real,13.89,160.69,11.568754499640027
-726511409#4,from_-726511409#4,to_-726511409#4,real,13.89,110.02,7.92080633549316
-726511410#2,from_-726511410#2,to_-726511410#2,real,13.89,138.83,9.994960403167747
-726511410#6,from_-726511410#6,to_-726511410#6,real,13.89,293.03,21.09647228221742
-726511411#1,from_-726511411#1,to_-726511411#1,real,8.33,87.79,10.539015606242497
-726511411#5,from_-726511411#5,to_-726511411#5,real,8.33,126.28,15.159663865546218
-730852870,from_-730852870,to_-730852870,real,13.89,78.77,5.670986321094312
-731752840#1,from_-731752840#1,to_-731752840#1,real,13.89,351.36,25.295896328293736
-731752845#0,from_-731752845#0,to_-731752845#0,real,27.78,45.3,1.630669546436285
-731752845#4,from_-731752845#4,to_-731752845#4,real,27.78,128.96,4.642188624910007
-731962213,from_-731962213,to_-731962213,real,13.89,46.21,3.3268538516918644
-731963609#11,from_-731963609#11,to_-731963609#11,real,13.89,111.82,8.050395968322533
-731963609#14,from_-731963609#14,to_-731963609#14,real,13.89,217.11,15.630669546436286
-731963609#9,from_-731963609#9,to_-731963609#9,real,13.89,422.33,30.405327573794093
-731963612,from_-731963612,to_-731963612,real,13.89,4.37,0.3146148308135349
-731963615,from_-731963615,to_-731963615,real,22.22,6.97,0.3136813681368137
-733057861#1,from_-733057861#1,to_-733057861#1,real,22.22,118.46,5.331233123312331
-733057863#2,from_-733057863#2,to_-733057863#2,real,13.89,460.88,33.18070554355651
-733997171#0,from_-733997171#0,to_-733997171#0,real,2.78,17.0,6.115107913669065
-733997171#1,from_-733997171#1,to_-733997171#1,real,2.78,190.47,68.51438848920864
-733997171#2,from_-733997171#2,to_-733997171#2,real,2.78,109.15,39.26258992805756
-733997171#3,from_-733997171#3,to_-733997171#3,real,2.78,132.96,47.82733812949641
-738359891#2,from_-738359891#2,to_-738359891#2,real,13.89,394.09,28.372210223182144
-738359892,from_-738359892,to_-738359892,real,5.56,210.94,37.938848920863315
-744259179#4,from_-744259179#4,to_-744259179#4,real,13.89,148.51,10.691864650827933
-744259182#0,from_-744259182#0,to_-744259182#0,real,13.89,0.22,0.01583873290136789
-744259182#1,from_-744259182#1,to_-744259182#1,real,13.89,99.95,7.195824334053276
-744259182#2,from_-744259182#2,to_-744259182#2,real,13.89,15.2,1.0943124550035996
-744259182#3,from_-744259182#3,to_-744259182#3,real,13.89,57.82,4.162706983441325
-744259182#4,from_-744259182#4,to_-744259182#4,real,13.89,8.09,0.5824334053275737
-745213739#3,from_-745213739#3,to_-745213739#3,real,5.56,138.0,24.820143884892087
-746877945,from_-746877945,to_-746877945,real,13.89,111.93,8.058315334773217
-746877946#4,from_-746877946#4,to_-746877946#4,real,13.89,217.08,15.628509719222462
-746877947#0,from_-746877947#0,to_-746877947#0,real,13.89,112.72,8.115190784737221
-746877947#4,from_-746877947#4,to_-746877947#4,real,13.89,226.83,16.330453563714904
-753399160,from_-753399160,to_-753399160,real,13.89,20.17,1.4521238300935926
-753581049#13,from_-753581049#13,to_-753581049#13,real,13.89,213.92,15.40100791936645
-753581049#8,from_-753581049#8,to_-753581049#8,real,13.89,489.94,35.27285817134629
-758183998,from_-758183998,to_-758183998,real,13.89,139.29,10.028077753779696
-758183999#0,from_-758183999#0,to_-758183999#0,real,13.89,56.7,4.08207343412527
-758183999#1,from_-758183999#1,to_-758183999#1,real,13.89,92.07,6.628509719222461
-758184002#0,from_-758184002#0,to_-758184002#0,real,2.78,28.15,10.12589928057554
-758184002#2,from_-758184002#2,to_-758184002#2,real,2.78,145.28,52.2589928057554
-758210782#1,from_-758210782#1,to_-758210782#1,real,8.33,216.19,25.953181272509003
-762694946#0,from_-762694946#0,to_-762694946#0,real,13.89,62.99,4.53491720662347
-762694946#1,from_-762694946#1,to_-762694946#1,real,13.89,130.68,9.408207343412528
-762706723#1,from_-762706723#1,to_-762706723#1,real,13.89,101.14,7.281497480201583
-762706723#2,from_-762706723#2,to_-762706723#2,real,13.89,78.34,5.640028797696185
-762706723#3,from_-762706723#3,to_-762706723#3,real,13.89,54.8,3.94528437724982
-762706723#4,from_-762706723#4,to_-762706723#4,real,13.89,38.65,2.782577393808495
-762706723#5,from_-762706723#5,to_-762706723#5,real,13.89,74.98,5.39812814974802
-764434574,from_-764434574,to_-764434574,real,13.89,238.76,17.189344852411807
-764549106,from_-764549106,to_-764549106,real,13.89,126.3,9.092872570194384
-766725076#1,from_-766725076#1,to_-766725076#1,real,13.89,52.4,3.772498200143988
-766725101,from_-766725101,to_-766725101,real,13.89,48.57,3.4967602591792657
-772703824#0,from_-772703824#0,to_-772703824#0,real,13.89,42.46,3.0568754499640027
-772703824#1,from_-772703824#1,to_-772703824#1,real,13.89,9.61,0.6918646508279337
-772703824#2,from_-772703824#2,to_-772703824#2,real,13.89,0.2,0.014398848092152628
-775093549,from_-775093549,to_-775093549,real,13.89,82.89,5.967602591792656
-778629654,from_-778629654,to_-778629654,real,2.78,113.28,40.74820143884892
-78179239#2,from_-78179239#2,to_-78179239#2,real,13.89,201.54,14.509719222462202
-78179241#2,from_-78179241#2,to_-78179241#2,real,13.89,192.4,13.851691864650828
-78179241#3,from_-78179241#3,to_-78179241#3,real,13.89,35.79,2.5766738660907125
-78179241#4,from_-78179241#4,to_-78179241#4,real,13.89,1.47,0.10583153347732181
-79817287,from_-79817287,to_-79817287,real,8.33,413.45,49.63385354141656
-79871497#4,from_-79871497#4,to_-79871497#4,real,13.89,119.29,8.588192944564435
-79871497#8,from_-79871497#8,to_-79871497#8,real,13.89,404.16,29.09719222462203
-79871497#9,from_-79871497#9,to_-79871497#9,real,13.89,59.81,4.305975521958243
-79901115#4,from_-79901115#4,to_-79901115#4,real,13.89,210.37,15.14542836573074
-808841696#1,from_-808841696#1,to_-808841696#1,real,2.78,28.76,10.345323741007196
-808841701,from_-808841701,to_-808841701,real,2.78,7.69,2.7661870503597124
-816420282#2,from_-816420282#2,to_-816420282#2,real,5.56,141.65,25.476618705035975
-816420282#3,from_-816420282#3,to_-816420282#3,real,5.56,62.96,11.323741007194245
-82164707#2,from_-82164707#2,to_-82164707#2,real,13.89,58.51,4.212383009359251
-82164708#1,from_-82164708#1,to_-82164708#1,real,13.89,27.23,1.9604031677465803
-82164708#11,from_-82164708#11,to_-82164708#11,real,13.89,96.58,6.953203743700503
-82164708#13,from_-82164708#13,to_-82164708#13,real,13.89,116.57,8.392368610511157
-82164708#2,from_-82164708#2,to_-82164708#2,real,13.89,25.93,1.866810655147588
-82164708#3,from_-82164708#3,to_-82164708#3,real,13.89,16.24,1.1691864650827932
-82164708#5,from_-82164708#5,to_-82164708#5,real,13.89,93.6,6.7386609071274295
-82164708#6,from_-82164708#6,to_-82164708#6,real,13.89,24.2,1.742260619150468
-82164708#8,from_-82164708#8,to_-82164708#8,real,13.89,123.97,8.925125989920806
-82164709#3,from_-82164709#3,to_-82164709#3,real,2.78,56.47,20.31294964028777
-82164710#2,from_-82164710#2,to_-82164710#2,real,2.78,71.96,25.884892086330936
-82164710#6,from_-82164710#6,to_-82164710#6,real,2.78,27.51,9.895683453237412
-82164710#8,from_-82164710#8,to_-82164710#8,real,2.78,15.46,5.561151079136692
-825243466#0,from_-825243466#0,to_-825243466#0,real,13.89,104.17,7.499640028797696
-825243466#2,from_-825243466#2,to_-825243466#2,real,13.89,106.13,7.640748740100792
-825243466#5,from_-825243466#5,to_-825243466#5,real,13.89,304.66,21.9337652987761
-825243467,from_-825243467,to_-825243467,real,13.89,521.89,37.57307415406767
-82678882#4,from_-82678882#4,to_-82678882#4,real,13.89,100.53,7.237580993520518
-827439973,from_-827439973,to_-827439973,real,13.89,388.08,27.939524838012957
-827439974#1,from_-827439974#1,to_-827439974#1,real,13.89,57.07,4.1087113030957525
-827439974#13,from_-827439974#13,to_-827439974#13,real,13.89,180.73,13.011519078473722
-827439974#4,from_-827439974#4,to_-827439974#4,real,13.89,196.11,14.11879049676026
-827439974#8,from_-827439974#8,to_-827439974#8,real,13.89,84.02,6.0489560835133185
-829867103#1,from_-829867103#1,to_-829867103#1,real,13.89,57.28,4.123830093592512
-829973540,from_-829973540,to_-829973540,real,8.33,140.45,16.860744297719087
-829973541,from_-829973541,to_-829973541,real,11.11,34.47,3.102610261026103
-829973542#1,from_-829973542#1,to_-829973542#1,real,8.33,9.18,1.1020408163265305
-837442167,from_-837442167,to_-837442167,real,2.78,53.82,19.35971223021583
-83806100,from_-83806100,to_-83806100,real,13.89,148.67,10.703383729301654
-839947528#1,from_-839947528#1,to_-839947528#1,real,19.44,83.95,4.318415637860082
-84306102#2,from_-84306102#2,to_-84306102#2,real,27.78,6.9,0.24838012958963282
-84324430,from_-84324430,to_-84324430,real,13.89,75.62,5.444204463642909
-853011149#1,from_-853011149#1,to_-853011149#1,real,13.89,37.09,2.670266378689705
-853408605#1,from_-853408605#1,to_-853408605#1,real,13.89,57.18,4.116630669546436
-860199569,from_-860199569,to_-860199569,real,13.89,56.54,4.070554355651548
-860394161#5,from_-860394161#5,to_-860394161#5,real,2.78,125.31,45.07553956834533
-873271231#5,from_-873271231#5,to_-873271231#5,real,13.89,132.84,9.563714902807774
-879272708#1,from_-879272708#1,to_-879272708#1,real,13.89,41.66,2.999280057595392
-879272710#1,from_-879272710#1,to_-879272710#1,real,13.89,10.21,0.7350611951043917
-881697769,from_-881697769,to_-881697769,real,2.78,9.61,3.4568345323741005
-895212422#1,from_-895212422#1,to_-895212422#1,real,13.89,62.12,4.472282217422606
-916411017,from_-916411017,to_-916411017,real,13.89,47.05,3.3873290136789054
-945753338#4,from_-945753338#4,to_-945753338#4,real,8.33,138.53,16.630252100840337
-97119889#3,from_-97119889#3,to_-97119889#3,real,13.89,774.72,55.77537796976242
-97213546,from_-97213546,to_-97213546,real,13.89,90.12,6.4881209503239745
-975401551#1,from_-975401551#1,to_-975401551#1,real,13.89,116.11,8.359251259899208
-975401552#1,from_-975401552#1,to_-975401552#1,real,22.22,64.89,2.9203420342034203
-975401562,from_-975401562,to_-975401562,real,13.89,78.74,5.668826493880489
-975401563#0,from_-975401563#0,to_-975401563#0,real,13.89,609.71,43.895608351331894
-975401563#1,from_-975401563#1,to_-975401563#1,real,13.89,57.64,4.149748020158388
-975401564,from_-975401564,to_-975401564,real,13.89,43.24,3.113030957523398
-975401565,from_-975401565,to_-975401565,real,11.11,77.72,6.995499549954996
-975401566#0,from_-975401566#0,to_-975401566#0,real,22.22,0.2,0.009000900090009001
-975401566#1,from_-975401566#1,to_-975401566#1,real,22.22,14.59,0.6566156615661567
-975401567#0,from_-975401567#0,to_-975401567#0,real,22.22,10.81,0.48649864986498653
-975401567#1,from_-975401567#1,to_-975401567#1,real,22.22,44.7,2.011701170117012
-975401568#2,from_-975401568#2,to_-975401568#2,real,22.22,68.75,3.094059405940594
-975401570#0,from_-975401570#0,to_-975401570#0,real,22.22,5.04,0.22682268226822683
-975401570#1,from_-975401570#1,to_-975401570#1,real,22.22,5.57,0.2506750675067507
