vehicle_id,time,from_node,to_node,begin_interval,end_interval,interval
2712,958,360474078,2670815545,900,1800,1
2713,958,297305382,323378327,900,1800,1
2714,958,361191300,11231981,900,1800,1
2715,958,360477894,2167263401,900,1800,1
2716,959,402003813,330045311,900,1800,1
2717,959,360474078,9213952034,900,1800,1
2718,959,2559588578,cluster_330045131_330045136,900,1800,1
2719,960,10981451,7963162224,900,1800,1
2720,960,cluster_330045496_330045504_5200254966_5200254968,9213952034,900,1800,1
2721,961,8017174129,1423873864,900,1800,1
2722,961,2167263401,5354357258,900,1800,1
2723,961,291379924,323250291,900,1800,1
2724,962,330041179,514200384,900,1800,1
2725,962,330043198,414271220,900,1800,1
2726,962,329983499,7963162224,900,1800,1
2727,962,330040727,8017174129,900,1800,1
2728,962,1404484723,292257022,900,1800,1
2729,962,6113530410,2670815564,900,1800,1
2730,963,cluster_330045496_330045504_5200254966_5200254968,2559588578,900,1800,1
2731,963,330043064,330045423,900,1800,1
2732,964,297447184,330041266,900,1800,1
2733,965,976528927,3681387999,900,1800,1
2734,965,5528062124,330046229,900,1800,1
2735,965,3139882142,1404484723,900,1800,1
2736,965,292257022,330043437,900,1800,1
2737,965,cluster_330041132_330267660_418091425,330040554,900,1800,1
2738,966,330046001,330045454,900,1800,1
2739,966,248516341,6304257800,900,1800,1
2740,966,255364799,330043171,900,1800,1
2741,967,255364799,330041707,900,1800,1
2742,967,360477894,329983499,900,1800,1
2743,967,2475219070,8132449074,900,1800,1
2744,967,322943549,329983499,900,1800,1
2745,968,330043955,330043393,900,1800,1
2746,968,332236883,578673912,900,1800,1
2747,968,330044315,1423873864,900,1800,1
2748,968,2546875470,330043023,900,1800,1
2749,968,1404484711,2640929732,900,1800,1
2750,968,1199475134,4813181314,900,1800,1
2751,969,330040956,2167263401,900,1800,1
2752,969,323378174,330043198,900,1800,1
2753,970,330040554,2672744432,900,1800,1
2754,970,330043266,429784164,900,1800,1
2755,970,1423873864,cluster_291381188_330041233,900,1800,1
2756,970,2670815505,3037609402,900,1800,1
2757,971,330041106,3681387999,900,1800,1
2758,971,6138125018,330046229,900,1800,1
2759,971,360474078,330045311,900,1800,1
2760,971,5528062124,330041440,900,1800,1
2761,972,2559588578,330044315,900,1800,1
2762,972,3878025247,578673912,900,1800,1
2763,972,2345175512,11231981,900,1800,1
2764,972,2167263401,330045927,900,1800,1
2765,973,323378327,6126996586,900,1800,1
2766,973,2672744468,330045111,900,1800,1
2767,974,2670815505,9213952034,900,1800,1
2768,975,330040978,6329296611,900,1800,1
2769,975,4813181314,2670815545,900,1800,1
2770,975,330041707,7131789198,900,1800,1
2771,975,2110802894,330043393,900,1800,1
2772,975,2672744432,6138125018,900,1800,1
2773,976,330044091,330045311,900,1800,1
2774,976,402003813,21608373,900,1800,1
2775,976,330043171,330045927,900,1800,1
2776,978,330036595,2559588578,900,1800,1
2777,978,361191300,330042642,900,1800,1
2778,978,2546875545,5528062124,900,1800,1
2779,978,9213952034,1199475134,900,1800,1
2780,978,330040701,2672744432,900,1800,1
2781,978,6126996586,330045311,900,1800,1
2782,978,361191300,360477824,900,1800,1
2783,979,330040563,3830640674,900,1800,1
2784,979,2475219070,330045345,900,1800,1
2785,979,360477894,330042642,900,1800,1
2786,979,2672744432,514184883,900,1800,1
2787,979,330043393,2475219070,900,1800,1
2788,979,360477824,5528062124,900,1800,1
2789,979,5354357258,402003813,900,1800,1
2790,980,5022920587,2670815564,900,1800,1
2791,981,6113530410,cluster_330045282_330045762,900,1800,1
2792,981,21608373,330045486,900,1800,1
2793,981,9201686689,3830640674,900,1800,1
2794,981,2110802894,330042917,900,1800,1
2795,982,330044315,9171417825,900,1800,1
2796,982,329983499,5022920587,900,1800,1
2797,983,330040978,330041794,900,1800,1
2798,983,292257022,2110802894,900,1800,1
2799,984,330043171,5354357258,900,1800,1
2800,984,414271220,976528927,900,1800,1
2801,984,6304257800,7963162224,900,1800,1
2802,984,6113530410,2345175512,900,1800,1
2803,984,330040956,1404484715,900,1800,1
2804,985,360477758,2345175512,900,1800,1
2805,985,414271220,5528062124,900,1800,1
2806,985,976528927,cluster_330041145_330044386,900,1800,1
2807,986,6304257800,330042632,900,1800,1
2808,986,514200384,255364799,900,1800,1
2809,986,330045269,330041106,900,1800,1
2810,986,cluster_330045496_330045504_5200254966_5200254968,514184883,900,1800,1
2811,987,429784164,1199475134,900,1800,1
2812,987,414271220,330046001,900,1800,1
2813,987,330040914,322685005,900,1800,1
2814,987,330044693,8132449074,900,1800,1
2815,990,332236883,9213952034,900,1800,1
2816,991,cluster_330045131_330045136,2475219070,900,1800,1
2817,992,332639850,11231981,900,1800,1
2818,992,330046003,360477758,900,1800,1
2819,992,9152533590,6304257804,900,1800,1
2820,992,297305382,cluster_3234018651_330293737,900,1800,1
2821,993,330045111,248516341,900,1800,1
2822,994,330040956,6304257800,900,1800,1
2823,994,297305382,8132449074,900,1800,1
2824,995,330040701,330041179,900,1800,1
2825,995,330045368,7963162224,900,1800,1
2826,995,cluster_330045131_330045136,330046003,900,1800,1
2827,995,330045486,361191300,900,1800,1
2828,996,976528927,330045927,900,1800,1
2829,996,330045269,330044936,900,1800,1
2830,997,3269693759,330042632,900,1800,1
2831,997,5354357258,6304257804,900,1800,1
2832,997,4522072353,255364799,900,1800,1
2833,998,2344597051,330041106,900,1800,1
2834,998,2546875503,2110802894,900,1800,1
2835,998,330044091,4812389444,900,1800,1
2836,998,4871254737,330045927,900,1800,1
2837,998,330045454,2672744432,900,1800,1
2838,998,1404484711,330041794,900,1800,1
2839,998,1404484715,5528062124,900,1800,1
2840,998,330042642,4813181314,900,1800,1
2841,999,330041179,4871254737,900,1800,1
2842,999,4522072353,360477758,900,1800,1
2843,999,3878025247,2110802894,900,1800,1
2844,999,7131789198,2167263401,900,1800,1
2845,1000,330045300,330046229,900,1800,1
2846,1000,330046001,330045368,900,1800,1
2847,1001,3037609402,cluster_291381188_330041233,900,1800,1
2848,1001,3139882142,cluster_330045131_330045136,900,1800,1
2849,1001,330040956,330041179,900,1800,1
2850,1001,330043198,4813181314,900,1800,1
2851,1001,1199475134,9171417825,900,1800,1
2852,1001,1157945201,2559588578,900,1800,1
2853,1002,330042932,322943549,900,1800,1
2854,1002,330044693,3349691312,900,1800,1
2855,1003,514184883,514200384,900,1800,1
2856,1003,578673912,360477894,900,1800,1
2857,1003,429784164,332236883,900,1800,1
2858,1004,9201686689,297305382,900,1800,1
2859,1004,514200384,4813181314,900,1800,1
2860,1006,6770075859,cluster_330041132_330267660_418091425,900,1800,1
2861,1006,21608373,330040978,900,1800,1
2862,1006,255364799,5022920587,900,1800,1
2863,1007,330043955,2670815545,900,1800,1
2864,1007,6113530410,5528062124,900,1800,1
2865,1008,330044315,330041106,900,1800,1
2866,1008,330044523,330045311,900,1800,1
2867,1008,332236883,6164272867,900,1800,1
2868,1008,8017174129,330045300,900,1800,1
2869,1008,330041106,1199475134,900,1800,1
2870,1008,330041179,330043625,900,1800,1
2871,1009,9152533590,330040554,900,1800,1
2872,1010,6138125018,360477824,900,1800,1
2873,1010,292257022,1423873864,900,1800,1
2874,1011,330044936,4871254737,900,1800,1
2875,1011,514184883,330041266,900,1800,1
2876,1013,6161985947,330040914,900,1800,1
2877,1013,330043064,11231981,900,1800,1
2878,1013,cluster_291381188_330041233,2559588578,900,1800,1
2879,1013,3269693759,255364799,900,1800,1
2880,1013,cluster_330045496_330045504_5200254966_5200254968,330042369,900,1800,1
2881,1013,330045111,3037609402,900,1800,1
2882,1013,1199475134,330040554,900,1800,1
2883,1014,2412315513,cluster_330045496_330045504_5200254966_5200254968,900,1800,1
2884,1014,4871254737,976528927,900,1800,1
2885,1014,330043625,7131789198,900,1800,1
2886,1014,322943549,2672744432,900,1800,1
2887,1015,360474078,332236883,900,1800,1
2888,1015,2670815505,6164272867,900,1800,1
2889,1015,3732913490,323378327,900,1800,1
2890,1015,330044693,5470397558,900,1800,1
2891,1016,9213952034,2559588578,900,1800,1
2892,1016,330046001,330045269,900,1800,1
2893,1017,330040978,2546875545,900,1800,1
2894,1017,330041707,1870777763,900,1800,1
2895,1017,4027663361,1870777763,900,1800,1
2896,1017,330046001,330041266,900,1800,1
2897,1017,330045269,292257022,900,1800,1
2898,1018,330045423,329590188,900,1800,1
2899,1019,330045400,330045984,900,1800,1
2900,1019,330044091,11231981,900,1800,1
2901,1020,330044693,330041106,900,1800,1
2902,1020,2670815564,360474078,900,1800,1
2903,1021,514184883,330040554,900,1800,1
2904,1021,360477824,cluster_330045282_330045762,900,1800,1
2905,1021,21608373,414271220,900,1800,1
2906,1021,330043625,3037609402,900,1800,1
2907,1021,297305382,361191300,900,1800,1
2908,1021,330040563,5354357258,900,1800,1
2909,1022,3269693759,1870777763,900,1800,1
2910,1022,5022920587,329983499,900,1800,1
2911,1022,3830640674,360477894,900,1800,1
2912,1022,2723670750,1199475134,900,1800,1
2913,1022,2670815564,6778082404,900,1800,1
2914,1023,2723670750,330045269,900,1800,1
2915,1023,9213952034,514184883,900,1800,1
2916,1023,2341789778,330042642,900,1800,1
2917,1023,2670815545,330042596,900,1800,1
2918,1024,332236883,2412315513,900,1800,1
2919,1025,330045269,360477824,900,1800,1
2920,1025,332639850,4812389444,900,1800,1
2921,1026,21608373,3037609402,900,1800,1
2922,1026,330041707,297447184,900,1800,1
2923,1028,330040554,578673912,900,1800,1
2924,1028,330040701,2345175512,900,1800,1
2925,1028,2330409991,330042413,900,1800,1
2926,1028,6793225631,21608373,900,1800,1
2927,1029,330045400,514184883,900,1800,1
2928,1030,330041707,2345175512,900,1800,1
2929,1030,330043625,976528927,900,1800,1
2930,1030,323378174,6778082404,900,1800,1
2931,1030,360477894,332639850,900,1800,1
2932,1030,3787401132,360477894,900,1800,1
2933,1030,5528062124,330043023,900,1800,1
2934,1031,8220941,6113530410,900,1800,1
2935,1031,cluster_3234018651_330293737,8199646276,900,1800,1
2936,1031,330044936,5022920587,900,1800,1
2937,1032,332639850,330043064,900,1800,1
2938,1033,5022920587,21608373,900,1800,1
2939,1033,cluster_3234018651_330293737,21608373,900,1800,1
2940,1033,4812389444,330045454,900,1800,1
2941,1033,330043310,2670815545,900,1800,1
2942,1034,330042835,330043198,900,1800,1
2943,1034,329983499,4871254737,900,1800,1
2944,1035,2167263401,cluster_330045131_330045136,900,1800,1
2945,1035,4813181314,2412315513,900,1800,1
2946,1036,330040563,360477894,900,1800,1
2947,1036,330044315,330046001,900,1800,1
2948,1036,2110802894,cluster_330041132_330267660_418091425,900,1800,1
2949,1037,9201686689,1157945201,900,1800,1
2950,1037,5528062124,2672744468,900,1800,1
2951,1037,1404484723,6113530410,900,1800,1
2952,1037,6778082404,255364799,900,1800,1
2953,1037,255364799,2412315513,900,1800,1
2954,1038,330045300,255364799,900,1800,1
2955,1038,6164272867,329983499,900,1800,1
2956,1039,2167263401,330041179,900,1800,1
2957,1039,3269693759,323378327,900,1800,1
2958,1039,330043955,6793225631,900,1800,1
2959,1039,9171417825,8017174129,900,1800,1
2960,1039,5022920587,3878025247,900,1800,1
2961,1040,2670815545,402003813,900,1800,1
2962,1040,323250291,7963162224,900,1800,1
2963,1040,330043437,11231981,900,1800,1
2964,1040,330042932,332236883,900,1800,1
2965,1040,2672744432,330041179,900,1800,1
2966,1040,3878025247,330042756,900,1800,1
2967,1041,330040956,330044091,900,1800,1
2968,1042,3787401132,5528062124,900,1800,1
2969,1043,330043064,330045323,900,1800,1
2970,1044,1404484701,7131789198,900,1800,1
2971,1044,330045423,6793225631,900,1800,1
2972,1045,297447184,330044936,900,1800,1
2973,1045,1870777763,6126996586,900,1800,1
2974,1046,332639850,6770075859,900,1800,1
2975,1046,330045984,322943549,900,1800,1
2976,1046,1404484723,2723670750,900,1800,1
2977,1047,297447184,323378327,900,1800,1
2978,1048,5354357258,2412315513,900,1800,1
2979,1048,578673912,7131789198,900,1800,1
2980,1049,330042756,3878025247,900,1800,1
2981,1050,330036595,330045311,900,1800,1
2982,1050,514200384,330042596,900,1800,1
2983,1050,6161985947,2670815505,900,1800,1
2984,1051,330045423,330040563,900,1800,1
2985,1051,1404484723,330045927,900,1800,1
2986,1051,297447184,cluster_3234018651_330293737,900,1800,1
2987,1051,4813181314,414271220,900,1800,1
2988,1052,332639850,330041440,900,1800,1
2989,1052,2345175512,6793225631,900,1800,1
2990,1052,2110802894,330045323,900,1800,1
2991,1052,330042756,255364799,900,1800,1
2992,1052,330043310,1404484711,900,1800,1
2993,1053,cluster_291381188_330041233,292257022,900,1800,1
2994,1054,330043625,3830640674,900,1800,1
2995,1054,8132449074,cluster_330045282_330045762,900,1800,1
2996,1055,1404484711,cluster_330045282_330045762,900,1800,1
2997,1055,9213952034,1157945201,900,1800,1
2998,1055,361191300,330044523,900,1800,1
2999,1058,514184883,3139882142,900,1800,1
3000,1059,322685005,330045454,900,1800,1
3001,1059,330040563,360477758,900,1800,1
3002,1059,2110802894,3139882142,900,1800,1
3003,1059,2670815564,330045423,900,1800,1
3004,1059,975711395,330045300,900,1800,1
3005,1060,5528062124,3037609402,900,1800,1
3006,1060,429784164,1404484701,900,1800,1
3007,1060,9201686689,330041106,900,1800,1
3008,1061,9201686689,360474078,900,1800,1
3009,1061,255364799,514200384,900,1800,1
3010,1061,1157945201,361191300,900,1800,1
3011,1062,7963162224,414271220,900,1800,1
3012,1062,9152533590,330045927,900,1800,1
3013,1062,360477894,cluster_330045131_330045136,900,1800,1
3014,1063,2670815505,292257022,900,1800,1
3015,1063,360477824,578673912,900,1800,1
3016,1064,323378327,255364799,900,1800,1
3017,1064,6138125018,2412315513,900,1800,1
3018,1064,330042642,414271220,900,1800,1
3019,1064,2167263401,6113530410,900,1800,1
3020,1065,9249762409,330045311,900,1800,1
3021,1065,2344597051,360477824,900,1800,1
3022,1065,322943549,361191300,900,1800,1
3023,1066,3787401132,323378327,900,1800,1
3024,1066,2510047363,2330409991,900,1800,1
3025,1066,332236883,429784164,900,1800,1
3026,1066,330046003,2110802894,900,1800,1
3027,1067,cluster_330041132_330267660_418091425,330041179,900,1800,1
3028,1067,330042642,5470397558,900,1800,1
3029,1067,330043956,330042642,900,1800,1
3030,1067,2672744468,3878025247,900,1800,1
3031,1068,6304257800,1423873864,900,1800,1
3032,1068,6113530410,976528927,900,1800,1
3033,1068,2345175512,2412315513,900,1800,1
3034,1069,329983499,330041794,900,1800,1
3035,1069,5354357258,361191300,900,1800,1
3036,1069,330045368,8132449074,900,1800,1
3037,1069,330042642,6304257804,900,1800,1
3038,1069,8017174129,2344573460,900,1800,1
3039,1069,cluster_330041132_330267660_418091425,248516341,900,1800,1
3040,1069,514200384,cluster_3234018651_330293737,900,1800,1
3041,1070,330043310,5022920587,900,1800,1
3042,1070,332639850,1157945201,900,1800,1
3043,1070,cluster_330045496_330045504_5200254966_5200254968,330040563,900,1800,1
3044,1071,1404484723,330044523,900,1800,1
3045,1071,360477824,330046001,900,1800,1
3046,1071,5470397558,330046003,900,1800,1
3047,1072,8132449074,330046001,900,1800,1
3048,1072,2110802894,332639850,900,1800,1
3049,1073,2640929732,360477824,900,1800,1
3050,1073,361191300,cluster_330045496_330045504_5200254966_5200254968,900,1800,1
3051,1073,330042642,cluster_330045131_330045136,900,1800,1
3052,1074,330043956,324550942,900,1800,1
3053,1074,330045300,330042917,900,1800,1
3054,1075,330044047,414271220,900,1800,1
3055,1075,330041707,330044936,900,1800,1
3056,1075,330040727,429784164,900,1800,1
3057,1075,cluster_330045282_330045762,cluster_330041132_330267660_418091425,900,1800,1
3058,1075,330045111,329590188,900,1800,1
3059,1076,330045486,578673912,900,1800,1
3060,1076,297305382,5354357258,900,1800,1
3061,1076,9171417825,330041440,900,1800,1
3062,1076,2345175512,9213952034,900,1800,1
3063,1077,360477758,9152533590,900,1800,1
3064,1077,360477894,330042642,900,1800,1
3065,1078,2110802894,332236883,900,1800,1
3066,1078,2344597051,2316163380,900,1800,1
3067,1079,cluster_3234018651_330293737,330043266,900,1800,1
3068,1079,330040956,330042632,900,1800,1
3069,1079,360477758,2672744432,900,1800,1
3070,1079,2345175512,330040727,900,1800,1
3071,1079,255364799,330041179,900,1800,1
3072,1079,2723670750,7963162224,900,1800,1
3073,1080,330045311,10981451,900,1800,1
3074,1080,330044091,1404484715,900,1800,1
3075,1081,361191300,330041179,900,1800,1
3076,1081,361191300,2316163380,900,1800,1
3077,1081,9213952034,322943549,900,1800,1
3078,1081,414271220,3878025247,900,1800,1
3079,1082,3269693759,292257022,900,1800,1
3080,1082,361191300,3037609402,900,1800,1
3081,1082,9152533590,4812389444,900,1800,1
3082,1082,cluster_3234018651_330293737,297305382,900,1800,1
3083,1083,8132449074,2345175512,900,1800,1
3084,1083,330041440,330043310,900,1800,1
3085,1083,292257022,323378174,900,1800,1
3086,1083,330043393,330043266,900,1800,1
3087,1083,2670815564,330045345,900,1800,1
3088,1084,1404484715,330042917,900,1800,1
3089,1084,414271220,2672744432,900,1800,1
3090,1084,330045400,330041179,900,1800,1
3091,1084,8199646276,330043064,900,1800,1
3092,1084,9152533590,330041794,900,1800,1
3093,1085,330046229,323378327,900,1800,1
3094,1086,330043310,9201686689,900,1800,1
3095,1086,9249762409,292257022,900,1800,1
3096,1086,330043198,6989036711,900,1800,1
3097,1087,330043064,976528927,900,1800,1
3098,1087,2475219070,330042932,900,1800,1
3099,1087,1404484723,330041179,900,1800,1
3100,1087,330040563,361191300,900,1800,1
3101,1087,7963162224,323378327,900,1800,1
3102,1087,248516341,cluster_330045496_330045504_5200254966_5200254968,900,1800,1
3103,1087,1404484715,8220941,900,1800,1
3104,1088,2672744432,361191300,900,1800,1
3105,1088,2110802894,360477824,900,1800,1
3106,1088,360477894,5490669837,900,1800,1
3107,1089,976528927,330046229,900,1800,1
3108,1090,3878025247,cluster_330045496_330045504_5200254966_5200254968,900,1800,1
3109,1091,4812389444,330041794,900,1800,1
3110,1092,3037609402,330043266,900,1800,1
3111,1092,330042756,1404484723,900,1800,1
3112,1093,330043198,330041179,900,1800,1
3113,1093,330042932,330044693,900,1800,1
3114,1094,323378327,11231981,900,1800,1
3115,1094,8220941,6164272867,900,1800,1
3116,1094,322943549,2670815545,900,1800,1
3117,1094,2110802894,330042835,900,1800,1
3118,1094,3878025247,330042917,900,1800,1
3119,1094,1404484701,9213952034,900,1800,1
3120,1095,1404484701,332639850,900,1800,1
3121,1095,2110802894,2672744432,900,1800,1
3122,1095,330041266,21608373,900,1800,1
3123,1096,332639850,1199475134,900,1800,1
3124,1096,330042713,5022920587,900,1800,1
3125,1096,330041794,429784164,900,1800,1
3126,1097,330043955,3787401132,900,1800,1
3127,1097,330044636,2475219070,900,1800,1
3128,1097,361191300,9213952034,900,1800,1
3129,1098,361191300,330040554,900,1800,1
3130,1098,4871254737,5528062124,900,1800,1
3131,1098,7963162224,2546875470,900,1800,1
3132,1098,578673912,11231981,900,1800,1
3133,1099,2723670750,2475219070,900,1800,1
3134,1099,5528062124,330040967,900,1800,1
3135,1100,330040978,330045423,900,1800,1
3136,1100,514184883,255364799,900,1800,1
3137,1100,2670815545,975711395,900,1800,1
3138,1100,330043955,2344597051,900,1800,1
3139,1101,1199475134,9213952034,900,1800,1
3140,1102,2559588578,330043198,900,1800,1
3141,1102,360477894,2167263401,900,1800,1
3142,1102,330043393,330044091,900,1800,1
3143,1103,330042642,330045423,900,1800,1
3144,1103,330041179,330041707,900,1800,1
3145,1104,21608373,2475219070,900,1800,1
3146,1104,21608373,330043266,900,1800,1
3147,1105,2475219070,360474078,900,1800,1
3148,1105,2475219070,2110802894,900,1800,1
3149,1105,3269693759,330045984,900,1800,1
3150,1105,255364799,414271220,900,1800,1
3151,1106,5022920587,330044091,900,1800,1
3152,1107,1423873864,2546875503,900,1800,1
3153,1107,1404484701,2559588578,900,1800,1
3154,1107,4813181314,21608373,900,1800,1
3155,1107,330045423,3878025247,900,1800,1
3156,1108,2345175512,329983499,900,1800,1
3157,1109,330045311,330043198,900,1800,1
3158,1109,514200384,323378174,900,1800,1
3159,1109,2345175512,323378327,900,1800,1
3160,1110,8220941,34821710,900,1800,1
3161,1110,6138125018,330045345,900,1800,1
3162,1110,329590188,2670815505,900,1800,1
3163,1110,3878025247,330045454,900,1800,1
3164,1111,1404484711,330040554,900,1800,1
3165,1111,2670815505,330041179,900,1800,1
3166,1111,5528062124,5354357258,900,1800,1
3167,1112,2670815564,5354357258,900,1800,1
3168,1112,330043198,6164272867,900,1800,1
3169,1113,5354357258,332639850,900,1800,1
3170,1113,330045345,360477894,900,1800,1
3171,1113,2670815564,11231981,900,1800,1
3172,1113,9249762409,2546875503,900,1800,1
3173,1113,330043956,330045269,900,1800,1
3174,1113,cluster_3234018651_330293737,330045311,900,1800,1
3175,1113,330042642,1157945201,900,1800,1
3176,1113,402003813,330043198,900,1800,1
3177,1114,1404484711,cluster_330041132_330267660_418091425,900,1800,1
3178,1114,330042413,cluster_3234018651_330293737,900,1800,1
3179,1114,9171417825,330042413,900,1800,1
3180,1114,1404484723,322943549,900,1800,1
3181,1114,9171417825,330046001,900,1800,1
3182,1116,323378327,330041179,900,1800,1
3183,1116,2670815564,9152533590,900,1800,1
3184,1116,1157945201,330041179,900,1800,1
3185,1116,514184883,330045300,900,1800,1
3186,1118,4812389444,2475219070,900,1800,1
3187,1118,4812389444,330046001,900,1800,1
3188,1118,330045111,578673912,900,1800,1
3189,1119,330045368,330045927,900,1800,1
3190,1119,2559588578,cluster_330045496_330045504_5200254966_5200254968,900,1800,1
3191,1119,6138125018,330046001,900,1800,1
3192,1120,578673912,323250291,900,1800,1
3193,1120,330046229,330045927,900,1800,1
3194,1120,330043198,2672744432,900,1800,1
3195,1120,330043310,514184883,900,1800,1
3196,1121,330044636,6113530410,900,1800,1
3197,1121,323378327,330040554,900,1800,1
3198,1121,578673912,414271220,900,1800,1
3199,1121,34821710,329983499,900,1800,1
3200,1122,329983499,514184883,900,1800,1
3201,1122,3732913490,332639850,900,1800,1
3202,1123,255364799,330045269,900,1800,1
3203,1123,4812389444,330045300,900,1800,1
3204,1124,4871254737,578673912,900,1800,1
3205,1124,cluster_330041132_330267660_418091425,2345175512,900,1800,1
3206,1125,514200384,7131789198,900,1800,1
3207,1126,330041084,514200384,900,1800,1
3208,1126,330045368,21608373,900,1800,1
3209,1126,2475219070,514184883,900,1800,1
3210,1126,323250291,2670815545,900,1800,1
3211,1127,6770075859,330045400,900,1800,1
3212,1127,578673912,330041707,900,1800,1
3213,1128,cluster_330045131_330045136,9171417825,900,1800,1
3214,1129,514184883,2672744468,900,1800,1
3215,1129,1423873864,292257022,900,1800,1
3216,1129,3269693759,cluster_330045282_330045762,900,1800,1
3217,1129,1404484723,330042713,900,1800,1
3218,1129,330036595,4812389444,900,1800,1
3219,1129,1404484701,361191300,900,1800,1
3220,1129,4813181314,1199475134,900,1800,1
3221,1130,3269693759,330043625,900,1800,1
3222,1130,330042642,330045311,900,1800,1
3223,1130,6329296611,330044636,900,1800,1
3224,1130,9213952034,34821710,900,1800,1
3225,1132,4813181314,330041440,900,1800,1
3226,1132,cluster_330045131_330045136,4452226084,900,1800,1
3227,1134,5528062124,3139882142,900,1800,1
3228,1134,3269693759,330044693,900,1800,1
3229,1134,330043310,361191300,900,1800,1
3230,1135,8132449074,330042596,900,1800,1
3231,1136,330041266,4812389444,900,1800,1
3232,1136,330046003,5470397558,900,1800,1
3233,1136,330042835,330043956,900,1800,1
3234,1136,2670815505,21608373,900,1800,1
3235,1137,292257022,6111414502,900,1800,1
3236,1137,332639850,2670815505,900,1800,1
3237,1137,330042917,4711727819,900,1800,1
3238,1137,330044315,361191300,900,1800,1
3239,1138,2344573460,330045345,900,1800,1
3240,1138,429784164,330043198,900,1800,1
3241,1138,360474078,330040978,900,1800,1
3242,1138,2316163380,1404484701,900,1800,1
3243,1138,2110802894,2640929732,900,1800,1
3244,1138,330042835,1199475134,900,1800,1
3245,1138,330036595,330040563,900,1800,1
3246,1139,9201686689,5022920587,900,1800,1
3247,1139,975711395,330043064,900,1800,1
3248,1139,330040563,2345175512,900,1800,1
3249,1139,330040563,7963162224,900,1800,1
3250,1139,578673912,329983499,900,1800,1
3251,1140,2345175512,330045423,900,1800,1
3252,1140,414271220,360477824,900,1800,1
3253,1141,360474078,429784164,900,1800,1
3254,1141,976528927,514200384,900,1800,1
3255,1141,330045400,9213952034,900,1800,1
3256,1141,330043625,1404484711,900,1800,1
3257,1142,248516341,6793225631,900,1800,1
3258,1142,330044636,9213952034,900,1800,1
3259,1142,330043310,330044693,900,1800,1
3260,1142,323378327,360474078,900,1800,1
3261,1142,6778082404,297305382,900,1800,1
3262,1142,360477824,323378327,900,1800,1
3263,1143,5528062124,330041106,900,1800,1
3264,1143,330044523,3878025247,900,1800,1
3265,1143,1404484701,330045984,900,1800,1
3266,1143,9213952034,2546875545,900,1800,1
3267,1144,6113530410,330044936,900,1800,1
3268,1144,2672744432,514184883,900,1800,1
3269,1144,3139882142,330042642,900,1800,1
3270,1145,3349691312,cluster_330045131_330045136,900,1800,1
3271,1147,402003813,330042632,900,1800,1
3272,1147,330041266,2510047363,900,1800,1
3273,1147,330041440,4871254737,900,1800,1
3274,1147,330044091,330044693,900,1800,1
3275,1147,360474078,3139882142,900,1800,1
3276,1147,3139882142,514200384,900,1800,1
3277,1147,1404484723,360477758,900,1800,1
3278,1148,2546875545,1157945201,900,1800,1
3279,1148,323378174,2640929732,900,1800,1
3280,1148,330040554,1404484723,900,1800,1
3281,1148,330040727,330044523,900,1800,1
3282,1148,330044636,5022920587,900,1800,1
3283,1149,2475219070,5528062124,900,1800,1
3284,1149,3269693759,330040554,900,1800,1
3285,1150,330045323,330042642,900,1800,1
3286,1150,2475219070,330042917,900,1800,1
3287,1151,6126996586,2640929732,900,1800,1
3288,1151,330042835,7131789198,900,1800,1
3289,1151,414271220,6793225631,900,1800,1
3290,1151,6164272867,330042932,900,1800,1
3291,1152,330045111,6770075859,900,1800,1
3292,1152,330042596,360474078,900,1800,1
3293,1152,330043198,360477894,900,1800,1
3294,1152,330040914,1404484711,900,1800,1
3295,1153,4871254737,2345175512,900,1800,1
3296,1153,cluster_330045496_330045504_5200254966_5200254968,2672744468,900,1800,1
3297,1154,3878025247,cluster_330041132_330267660_418091425,900,1800,1
3298,1154,5022920587,291379924,900,1800,1
3299,1154,9213952034,360474078,900,1800,1
3300,1154,cluster_330045496_330045504_5200254966_5200254968,1404484723,900,1800,1
3301,1154,6113530410,6138125018,900,1800,1
3302,1154,330041440,332639850,900,1800,1
3303,1155,330042596,21608373,900,1800,1
3304,1155,578673912,2640929732,900,1800,1
3305,1155,1404484711,330040727,900,1800,1
3306,1155,330040956,3830640674,900,1800,1
3307,1156,330041707,cluster_291381188_330041233,900,1800,1
3308,1156,514184883,330042369,900,1800,1
3309,1156,330044047,2559588578,900,1800,1
3310,1156,330043310,330045927,900,1800,1
3311,1157,21608373,330042917,900,1800,1
3312,1157,330040978,11231981,900,1800,1
3313,1157,330043310,1199475134,900,1800,1
3314,1157,414271220,330045111,900,1800,1
3315,1157,1404484723,3139882142,900,1800,1
3316,1158,330045454,330042713,900,1800,1
3317,1158,10981451,330046229,900,1800,1
3318,1158,2316163380,330046003,900,1800,1
3319,1158,330042632,1199475134,900,1800,1
3320,1158,1199475134,324550942,900,1800,1
3321,1158,2412315513,976528927,900,1800,1
3322,1159,4812389444,cluster_330045282_330045762,900,1800,1
3323,1159,322943549,4812389444,900,1800,1
3324,1159,2672744432,330041179,900,1800,1
3325,1160,2510047363,6111414502,900,1800,1
3326,1160,330045300,10981451,900,1800,1
3327,1160,9171417825,1157945201,900,1800,1
3328,1160,1404484715,330040554,900,1800,1
3329,1160,1404484701,330041106,900,1800,1
3330,1161,2723670750,975711395,900,1800,1
