source,target,speed,cost,type,id,length
to_a-2483,from_a-2172,5.47,1.780621572212066,internal,:a2171_8,9.74
to_a-2483,from_a3501,13.42,1.247391952309985,internal,:a2171_9,16.74
to_a-2483,from_a3500,8.94,0.4440715883668904,internal,:a2171_10,3.97
to_a-2483,from_a2483,3.65,0.39452054794520547,internal,:a2171_11,1.44
to_a-2483,d_a2171,1.0,1e-07,destination_node,to_a-2483_d_a2171,1e-07
from_a-2490,to_a-2490,13.89,6.681065514758819,real,a-2490,92.8
to_a-2490,from_a-490,6.51,1.3870967741935483,internal,:a489_10,9.03
to_a-2490,from_a1898,13.89,1.3628509719222461,internal,:a489_11,18.93
to_a-2490,from_a-2483,13.89,0.31605471562275017,internal,:a489_12,4.39
to_a-2490,from_a2508,8.71,0.40183696900114807,internal,:a489_13,3.5
to_a-2490,from_a2490,3.65,0.39452054794520547,internal,:a489_14,1.44
to_a-2490,d_a489,1.0,1e-07,destination_node,to_a-2490_d_a489,1e-07
from_a-2508,to_a-2508,13.89,12.998560115190784,real,a-2508,180.55
to_a-2508,from_a2490,7.65,1.684967320261438,internal,:a489_15,12.89
to_a-2508,from_a-490,13.89,1.3628509719222461,internal,:a489_16,18.93
to_a-2508,from_a1898,9.73,0.5149023638232271,internal,:a489_17,5.01
to_a-2508,from_a-2483,7.42,0.8086253369272237,internal,:a489_18,6.0
to_a-2508,from_a2508,3.65,0.39452054794520547,internal,:a489_19,1.44
to_a-2508,d_a489,1.0,1e-07,destination_node,to_a-2508_d_a489,1e-07
from_a-2509,to_a-2509,13.89,13.362131029517638,real,a-2509,185.6
to_a-2509,from_a-2480,6.51,1.3870967741935483,internal,:a2275_8,9.03
to_a-2509,from_a2515,13.89,1.036717062634989,internal,:a2275_9,14.4
to_a-2509,from_a-2276,8.0,0.50875,internal,:a2275_10,4.07
to_a-2509,from_a2509,3.65,0.39452054794520547,internal,:a2275_11,1.44
to_a-2509,d_a2275,1.0,1e-07,destination_node,to_a-2509_d_a2275,1e-07
from_a-2515,to_a-2515,13.89,6.250539956803455,real,a-2515,86.82
to_a-2515,from_a-2276,6.51,1.3870967741935483,internal,:a2275_0,9.03
to_a-2515,from_a2509,13.89,1.036717062634989,internal,:a2275_1,14.4
to_a-2515,from_a-2480,8.0,0.50875,internal,:a2275_2,4.07
to_a-2515,from_a2515,3.65,0.39452054794520547,internal,:a2275_3,1.44
to_a-2515,d_a2275,1.0,1e-07,destination_node,to_a-2515_d_a2275,1e-07
from_a-260,to_a-260,13.89,8.493160547156227,real,a-260,117.97
to_a-260,from_a-31,5.47,1.780621572212066,internal,:a30_15,9.74
to_a-260,from_a261,8.54,1.9121779859484778,internal,:a30_16,16.33
to_a-260,from_a283,13.89,1.5104391648668105,internal,:a30_17,20.98
to_a-260,from_a267,13.89,0.28869690424766015,internal,:a30_18,4.01
to_a-260,from_a260,3.65,0.39452054794520547,internal,:a30_19,1.44
to_a-260,d_a30,1.0,1e-07,destination_node,to_a-260_d_a30,1e-07
from_a-261,to_a-261,13.89,8.493160547156227,real,a-261,117.97
to_a-261,from_a283,5.47,1.780621572212066,internal,:a30_5,9.74
to_a-261,from_a267,13.42,1.247391952309985,internal,:a30_6,16.74
to_a-261,from_a260,9.73,2.2086330935251794,internal,:a30_7,21.49
to_a-261,from_a-31,7.42,2.6024258760107815,internal,:a30_8,19.31
to_a-261,from_a261,3.65,0.39452054794520547,internal,:a30_9,1.44
to_a-261,d_a30,1.0,1e-07,destination_node,to_a-261_d_a30,1e-07
from_a-2622,to_a-2622,13.89,15.295176385889128,real,a-2622,212.45
to_a-2622,from_a-2292,6.25,0.8528,internal,:a2291_0,5.33
to_a-2622,d_a2291,1.0,1e-07,destination_node,to_a-2622_d_a2291,1e-07
from_a-2627,to_a-2627,13.89,6.250539956803455,real,a-2627,86.82
to_a-2627,from_a2665,6.51,1.3870967741935483,internal,:a2033_0,9.03
to_a-2627,from_a-2034,13.89,1.036717062634989,internal,:a2033_1,14.4
to_a-2627,from_a-2284,8.0,0.50875,internal,:a2033_2,4.07
to_a-2627,from_a2627,3.65,0.39452054794520547,internal,:a2033_3,1.44
to_a-2627,d_a2033,1.0,1e-07,destination_node,to_a-2627_d_a2033,1e-07
from_a-2665,to_a-2665,13.89,13.362131029517638,real,a-2665,185.6
to_a-2665,from_a-2034,6.51,1.3870967741935483,internal,:a2033_12,9.03
to_a-2665,from_a-2284,13.89,1.036717062634989,internal,:a2033_13,14.4
to_a-2665,from_a2627,8.0,0.50875,internal,:a2033_14,4.07
to_a-2665,from_a2665,3.65,0.39452054794520547,internal,:a2033_15,1.44
to_a-2665,d_a2033,1.0,1e-07,destination_node,to_a-2665_d_a2033,1e-07
from_a-267,to_a-267,13.89,6.538516918646508,real,a-267,90.82
to_a-267,from_a260,13.42,1.247391952309985,internal,:a30_20,16.74
to_a-267,from_a-31,13.89,1.3628509719222461,internal,:a30_21,18.93
to_a-267,from_a261,13.89,0.2548596112311015,internal,:a30_22,3.54
to_a-267,from_a283,8.94,0.38143176733780765,internal,:a30_23,3.41
to_a-267,from_a267,3.65,0.39452054794520547,internal,:a30_24,1.44
to_a-267,d_a30,1.0,1e-07,destination_node,to_a-267_d_a30,1e-07
from_a-27,to_a-27,13.89,5.836573074154067,real,a-27,81.07
to_a-27,from_a-769,5.47,1.780621572212066,internal,:a2_8,9.74
to_a-27,from_a-3,13.89,1.3628509719222461,internal,:a2_9,18.93
to_a-27,from_a1201,8.71,0.7095292766934557,internal,:a2_10,6.18
to_a-27,from_a27,3.65,0.39452054794520547,internal,:a2_11,1.44
to_a-27,d_a2,1.0,1e-07,destination_node,to_a-27_d_a2,1e-07
from_a-2773,to_a-2773,13.89,5.836573074154067,real,a-2773,81.07
to_a-2773,from_a2777,6.51,1.3870967741935483,internal,:a2414_8,9.03
to_a-2773,from_a2775,13.89,1.036717062634989,internal,:a2414_9,14.4
to_a-2773,from_a-2415,8.0,0.50875,internal,:a2414_10,4.07
to_a-2773,from_a2773,3.65,0.39452054794520547,internal,:a2414_11,1.44
to_a-2773,d_a2414,1.0,1e-07,destination_node,to_a-2773_d_a2414,1e-07
from_a-2775,to_a-2775,13.89,5.836573074154067,real,a-2775,81.07
to_a-2775,from_a-2415,6.51,1.3870967741935483,internal,:a2414_0,9.03
to_a-2775,from_a2773,13.89,1.036717062634989,internal,:a2414_1,14.4
to_a-2775,from_a2777,8.0,0.50875,internal,:a2414_2,4.07
to_a-2775,from_a2775,3.65,0.39452054794520547,internal,:a2414_3,1.44
to_a-2775,d_a2414,1.0,1e-07,destination_node,to_a-2775_d_a2414,1e-07
from_a-2777,to_a-2777,13.89,5.836573074154067,real,a-2777,81.07
to_a-2777,from_a2775,6.51,1.3870967741935483,internal,:a2414_4,9.03
to_a-2777,from_a-2415,13.89,1.036717062634989,internal,:a2414_5,14.4
to_a-2777,from_a2773,8.0,0.50875,internal,:a2414_6,4.07
to_a-2777,from_a2777,3.65,0.39452054794520547,internal,:a2414_7,1.44
to_a-2777,d_a2414,1.0,1e-07,destination_node,to_a-2777_d_a2414,1e-07
from_a-283,to_a-283,13.89,12.710583153347732,real,a-283,176.55
to_a-283,from_a267,7.65,1.684967320261438,internal,:a30_0,12.89
to_a-283,from_a260,13.89,1.691144708423326,internal,:a30_1,23.49
to_a-283,from_a-31,9.73,0.7368961973278519,internal,:a30_2,7.17
to_a-283,from_a261,7.42,1.028301886792453,internal,:a30_3,7.63
to_a-283,from_a283,3.65,0.39452054794520547,internal,:a30_4,1.44
to_a-283,d_a30,1.0,1e-07,destination_node,to_a-283_d_a30,1e-07
from_a-288,to_a-288,13.89,8.78113750899928,real,a-288,121.97
to_a-288,from_a-152,4.12,1.1601941747572815,internal,:a151_1,4.78
to_a-288,d_a151,1.0,1e-07,destination_node,to_a-288_d_a151,1e-07
from_a-2880,to_a-2880,13.89,8.819294456443485,real,a-2880,122.5
to_a-2880,from_a2903,5.47,1.780621572212066,internal,:a2462_20,9.74
to_a-2880,from_a2885,13.4,1.244776119402985,internal,:a2462_21,16.68
to_a-2880,from_a2881,10.84,1.8726937269372694,internal,:a2462_22,20.3
to_a-2880,from_a-2463,7.42,2.6024258760107815,internal,:a2462_23,19.31
to_a-2880,from_a2880,3.65,0.39452054794520547,internal,:a2462_24,1.44
to_a-2880,d_a2462,1.0,1e-07,destination_node,to_a-2880_d_a2462,1e-07
from_a-2881,to_a-2881,13.89,14.776817854571634,real,a-2881,205.25
to_a-2881,from_a-2463,6.22,1.779742765273312,internal,:a2462_5,11.07
to_a-2881,from_a2880,9.75,1.66974358974359,internal,:a2462_6,16.28
to_a-2881,from_a2903,13.89,1.4197264218862489,internal,:a2462_7,19.72
to_a-2881,from_a2885,10.58,0.3156899810964083,internal,:a2462_8,3.34
to_a-2881,from_a2881,3.65,0.3643835616438356,internal,:a2462_9,1.33
to_a-2881,d_a2462,1.0,1e-07,destination_node,to_a-2881_d_a2462,1e-07
from_a-2885,to_a-2885,13.89,6.450683945284377,real,a-2885,89.6
to_a-2885,from_a2881,9.42,1.3768577494692145,internal,:a2462_10,12.97
to_a-2885,from_a-2463,13.89,1.3628509719222461,internal,:a2462_11,18.93
to_a-2885,from_a2880,13.89,0.2548596112311015,internal,:a2462_12,3.54
to_a-2885,from_a2903,8.94,0.38143176733780765,internal,:a2462_13,3.41
to_a-2885,from_a2885,3.65,0.39452054794520547,internal,:a2462_14,1.44
to_a-2885,d_a2462,1.0,1e-07,destination_node,to_a-2885_d_a2462,1e-07
from_a-2903,to_a-2903,13.89,12.710583153347732,real,a-2903,176.55
to_a-2903,from_a2885,7.65,1.684967320261438,internal,:a2462_15,12.89
to_a-2903,from_a2881,13.89,1.5248380129589632,internal,:a2462_16,21.18
to_a-2903,from_a-2463,9.73,0.6793422404933196,internal,:a2462_17,6.61
to_a-2903,from_a2880,7.42,0.9514824797843665,internal,:a2462_18,7.06
to_a-2903,from_a2903,3.65,0.39452054794520547,internal,:a2462_19,1.44
to_a-2903,d_a2462,1.0,1e-07,destination_node,to_a-2903_d_a2462,1e-07
from_a-2911,to_a-2911,13.89,5.836573074154067,real,a-2911,81.07
to_a-2911,from_a-1347,7.65,1.684967320261438,internal,:a1346_0,12.89
to_a-2911,from_a-2040,13.89,1.6882649388048956,internal,:a1346_1,23.45
to_a-2911,from_a-2401,13.89,0.46652267818574517,internal,:a1346_2,6.48
to_a-2911,from_a-3338,7.42,0.8086253369272237,internal,:a1346_3,6.0
to_a-2911,from_a2911,3.65,0.39452054794520547,internal,:a1346_4,1.44
to_a-2911,d_a1346,1.0,1e-07,destination_node,to_a-2911_d_a1346,1e-07
from_a-2913,to_a-2913,13.89,13.362131029517638,real,a-2913,185.6
to_a-2913,from_a-1562,6.51,1.3870967741935483,internal,:a1352_3,9.03
to_a-2913,from_a-1353,8.0,1.77375,internal,:a1352_4,14.19
to_a-2913,from_a2913,3.65,0.39452054794520547,internal,:a1352_5,1.44
to_a-2913,d_a1352,1.0,1e-07,destination_node,to_a-2913_d_a1352,1e-07
from_a-298,to_a-298,13.89,5.836573074154067,real,a-298,81.07
to_a-298,from_a-2509,7.65,1.684967320261438,internal,:a282_5,12.89
to_a-298,from_a467,13.89,1.3628509719222461,internal,:a282_6,18.93
to_a-298,from_a-283,9.73,0.5149023638232271,internal,:a282_7,5.01
to_a-298,from_a299,7.42,0.8086253369272237,internal,:a282_8,6.0
to_a-298,from_a298,3.65,0.39452054794520547,internal,:a282_9,1.44
to_a-298,d_a282,1.0,1e-07,destination_node,to_a-298_d_a282,1e-07
from_a-299,to_a-299,13.89,8.493160547156227,real,a-299,117.97
to_a-299,from_a298,5.47,1.780621572212066,internal,:a282_10,9.74
to_a-299,from_a-2509,13.42,1.247391952309985,internal,:a282_11,16.74
to_a-299,from_a467,13.89,1.3743700503959682,internal,:a282_12,19.09
to_a-299,from_a-283,7.42,2.6024258760107815,internal,:a282_13,19.31
to_a-299,from_a299,3.65,0.39452054794520547,internal,:a282_14,1.44
to_a-299,d_a282,1.0,1e-07,destination_node,to_a-299_d_a282,1e-07
from_a-3,to_a-3,13.89,13.362131029517638,real,a-3,185.6
to_a-3,from_a5,6.51,1.3870967741935483,internal,:a1_8,9.03
to_a-3,from_a15,13.89,1.036717062634989,internal,:a1_9,14.4
to_a-3,from_a11,8.0,0.50875,internal,:a1_10,4.07
to_a-3,from_a3,3.65,0.39452054794520547,internal,:a1_11,1.44
to_a-3,d_a1,1.0,1e-07,destination_node,to_a-3_d_a1,1e-07
from_a-3025,to_a-3025,13.89,8.493160547156227,real,a-3025,117.97
to_a-3025,from_a3043,5.47,1.780621572212066,internal,:a2163_5,9.74
to_a-3025,from_a3029,13.4,1.244776119402985,internal,:a2163_6,16.68
to_a-3025,from_a-2164,13.89,1.691144708423326,internal,:a2163_7,23.49
to_a-3025,from_a-2279,9.73,2.2086330935251794,internal,:a2163_8,21.49
to_a-3025,from_a3025,3.65,0.39452054794520547,internal,:a2163_9,1.44
to_a-3025,d_a2163,1.0,1e-07,destination_node,to_a-3025_d_a2163,1e-07
from_a-3029,to_a-3029,13.89,6.162706983441324,real,a-3029,85.6
to_a-3029,from_a-2164,7.65,1.684967320261438,internal,:a2163_20,12.89
to_a-3029,from_a-2279,13.42,1.247391952309985,internal,:a2163_21,16.74
to_a-3029,from_a3025,13.89,0.15550755939524838,internal,:a2163_22,2.16
to_a-3029,from_a3043,8.94,0.23713646532438482,internal,:a2163_23,2.12
to_a-3029,from_a3029,3.65,0.3589041095890411,internal,:a2163_24,1.31
to_a-3029,d_a2163,1.0,1e-07,destination_node,to_a-3029_d_a2163,1e-07
from_a-3043,to_a-3043,13.89,13.03599712023038,real,a-3043,181.07
to_a-3043,from_a3029,7.65,1.684967320261438,internal,:a2163_0,12.89
to_a-3043,from_a-2164,13.89,1.6882649388048956,internal,:a2163_1,23.45
to_a-3043,from_a-2279,13.89,0.2944564434845212,internal,:a2163_2,4.09
to_a-3043,from_a3025,7.42,0.8086253369272237,internal,:a2163_3,6.0
to_a-3043,from_a3043,3.65,0.39452054794520547,internal,:a2163_4,1.44
to_a-3043,d_a2163,1.0,1e-07,destination_node,to_a-3043_d_a2163,1e-07
from_a-31,to_a-31,13.89,5.836573074154067,real,a-31,81.07
to_a-31,from_a37,6.51,1.3870967741935483,internal,:a22_12,9.03
to_a-31,from_a-23,13.89,1.036717062634989,internal,:a22_13,14.4
to_a-31,from_a47,8.0,0.50875,internal,:a22_14,4.07
to_a-31,from_a31,3.65,0.39452054794520547,internal,:a22_15,1.44
to_a-31,d_a22,1.0,1e-07,destination_node,to_a-31_d_a22,1e-07
from_a-310,to_a-310,13.89,13.880489560835134,real,a-310,192.8
to_a-310,from_a-5,13.89,0.007199424046076314,internal,:a4_0,0.1
to_a-310,d_a4,1.0,1e-07,destination_node,to_a-310_d_a4,1e-07
from_a-313,to_a-313,13.89,5.836573074154067,real,a-313,81.07
to_a-313,from_a880,13.42,1.247391952309985,internal,:a297_8,16.74
to_a-313,from_a922,13.89,1.3628509719222461,internal,:a297_9,18.93
to_a-313,from_a-298,8.0,0.50875,internal,:a297_10,4.07
to_a-313,from_a313,3.65,0.39452054794520547,internal,:a297_11,1.44
to_a-313,d_a297,1.0,1e-07,destination_node,to_a-313_d_a297,1e-07
from_a-3148,to_a-3148,13.89,14.688984881209503,real,a-3148,204.03
to_a-3148,from_a-2515,9.05,1.3160220994475138,internal,:a2514_6,11.91
to_a-3148,from_a3149,7.44,2.204301075268817,internal,:a2514_7,16.4
to_a-3148,from_a3148,3.65,0.39452054794520547,internal,:a2514_8,1.44
to_a-3148,d_a2514,1.0,1e-07,destination_node,to_a-3148_d_a2514,1e-07
from_a-3149,to_a-3149,13.89,13.077033837293015,real,a-3149,181.64
to_a-3149,from_a3148,5.74,1.5993031358885017,internal,:a2514_0,9.18
to_a-3149,from_a-2515,13.89,1.0914326853851692,internal,:a2514_1,15.16
to_a-3149,from_a3149,3.65,0.39452054794520547,internal,:a2514_2,1.44
to_a-3149,d_a2514,1.0,1e-07,destination_node,to_a-3149_d_a2514,1e-07
from_a-3151,to_a-3151,13.89,14.601151907847372,real,a-3151,202.81
to_a-3151,from_a3163,5.97,1.6850921273031827,internal,:a2277_5,10.06
to_a-3151,from_a-3025,13.89,1.6126709863210942,internal,:a2277_6,22.4
to_a-3151,from_a-2278,12.06,0.550580431177446,internal,:a2277_7,6.64
to_a-3151,from_a-3148,7.38,0.8333333333333334,internal,:a2277_8,6.15
to_a-3151,from_a3151,3.65,0.39452054794520547,internal,:a2277_9,1.44
to_a-3151,d_a2277,1.0,1e-07,destination_node,to_a-3151_d_a2277,1e-07
from_a-3163,to_a-3163,13.89,12.894168466522677,real,a-3163,179.1
to_a-3163,from_a-3025,13.89,1.3376529877609789,internal,:a2277_0,18.58
to_a-3163,from_a-2278,13.89,1.5046796256299495,internal,:a2277_1,20.9
to_a-3163,from_a-3148,11.43,0.4208223972003499,internal,:a2277_2,4.81
to_a-3163,from_a3151,7.61,0.607095926412615,internal,:a2277_3,4.62
to_a-3163,from_a3163,3.65,0.39452054794520547,internal,:a2277_4,1.44
to_a-3163,d_a2277,1.0,1e-07,destination_node,to_a-3163_d_a2277,1e-07
from_a-3169,to_a-3169,13.89,6.681065514758819,real,a-3169,92.8
to_a-3169,from_a-2151,6.51,1.3870967741935483,internal,:a316_20,9.03
to_a-3169,from_a-1456,13.89,1.3628509719222461,internal,:a316_21,18.93
to_a-3169,from_a3609,13.89,0.31605471562275017,internal,:a316_22,4.39
to_a-3169,from_a-317,8.94,0.38143176733780765,internal,:a316_23,3.41
to_a-3169,from_a3169,3.65,0.39452054794520547,internal,:a316_24,1.44
to_a-3169,d_a316,1.0,1e-07,destination_node,to_a-3169_d_a316,1e-07
from_a-317,to_a-317,13.89,5.971922246220302,real,a-317,82.95
to_a-317,from_a-37,13.89,1.2275017998560116,internal,:a36_3,17.05
to_a-317,from_a-260,13.73,0.25710123816460306,internal,:a36_4,3.53
to_a-317,from_a317,3.65,0.39452054794520547,internal,:a36_5,1.44
to_a-317,d_a36,1.0,1e-07,destination_node,to_a-317_d_a36,1e-07
from_a-3183,to_a-3183,13.89,13.077033837293015,real,a-3183,181.64
to_a-3183,from_a3184,5.97,1.6850921273031827,internal,:a2664_0,10.06
to_a-3183,from_a-3151,10.36,1.527992277992278,internal,:a2664_1,15.83
to_a-3183,from_a-3149,13.89,1.3218142548596112,internal,:a2664_2,18.36
to_a-3183,from_a-2665,8.42,0.5926365795724465,internal,:a2664_3,4.99
to_a-3183,from_a3183,3.65,0.39452054794520547,internal,:a2664_4,1.44
to_a-3183,d_a2664,1.0,1e-07,destination_node,to_a-3183_d_a2664,1e-07
from_a-3184,to_a-3184,13.89,14.601151907847372,real,a-3184,202.81
to_a-3184,from_a-3151,5.56,1.6906474820143886,internal,:a2664_20,9.4
to_a-3184,from_a-3149,10.36,1.527992277992278,internal,:a2664_21,15.83
to_a-3184,from_a-2665,13.89,1.2951763858891288,internal,:a2664_22,17.99
to_a-3184,from_a3183,7.61,2.269382391590013,internal,:a2664_23,17.27
to_a-3184,from_a3184,3.65,0.39452054794520547,internal,:a2664_24,1.44
to_a-3184,d_a2664,1.0,1e-07,destination_node,to_a-3184_d_a2664,1e-07
from_a-3194,to_a-3194,13.89,6.585313174946004,real,a-3194,91.47
to_a-3194,from_a-11,6.51,1.3870967741935483,internal,:a10_8,9.03
to_a-3194,from_a473,13.89,1.036717062634989,internal,:a10_9,14.4
to_a-3194,from_a23,8.0,0.50875,internal,:a10_10,4.07
to_a-3194,from_a3194,3.65,0.39452054794520547,internal,:a10_11,1.44
to_a-3194,d_a10,1.0,1e-07,destination_node,to_a-3194_d_a10,1e-07
from_a-3200,to_a-3200,13.89,8.493160547156227,real,a-3200,117.97
to_a-3200,from_a-2773,5.47,1.780621572212066,internal,:a2772_5,9.74
to_a-3200,from_a-2881,13.89,1.4521238300935926,internal,:a2772_6,20.17
to_a-3200,from_a3214,13.89,0.3815694744420446,internal,:a2772_7,5.3
to_a-3200,from_a3202,7.42,0.5862533692722371,internal,:a2772_8,4.35
to_a-3200,from_a3200,3.65,0.39452054794520547,internal,:a2772_9,1.44
to_a-3200,d_a2772,1.0,1e-07,destination_node,to_a-3200_d_a2772,1e-07
from_a-3202,to_a-3202,13.89,12.710583153347732,real,a-3202,176.55
to_a-3202,from_a3200,5.47,1.780621572212066,internal,:a2772_10,9.74
to_a-3202,from_a-2773,8.54,1.9121779859484778,internal,:a2772_11,16.33
to_a-3202,from_a-2881,13.89,1.5248380129589632,internal,:a2772_12,21.18
to_a-3202,from_a3214,9.29,2.0968783638320776,internal,:a2772_13,19.48
to_a-3202,from_a3202,3.65,0.39452054794520547,internal,:a2772_14,1.44
to_a-3202,d_a2772,1.0,1e-07,destination_node,to_a-3202_d_a2772,1e-07
from_a-3214,to_a-3214,13.89,13.219582433405327,real,a-3214,183.62
to_a-3214,from_a3202,8.04,1.7823383084577116,internal,:a2772_15,14.33
to_a-3214,from_a3200,13.89,1.3376529877609789,internal,:a2772_16,18.58
to_a-3214,from_a-2773,13.89,1.5046796256299495,internal,:a2772_17,20.9
to_a-3214,from_a-2881,7.44,0.6532258064516129,internal,:a2772_18,4.86
to_a-3214,from_a3214,3.65,0.39452054794520547,internal,:a2772_19,1.44
to_a-3214,d_a2772,1.0,1e-07,destination_node,to_a-3214_d_a2772,1e-07
from_a-327,to_a-327,13.89,5.836573074154067,real,a-327,81.07
to_a-327,from_a333,6.51,1.3870967741935483,internal,:a309_4,9.03
to_a-327,from_a-310,13.89,1.036717062634989,internal,:a309_5,14.4
to_a-327,from_a339,8.0,0.50875,internal,:a309_6,4.07
to_a-327,from_a327,3.65,0.39452054794520547,internal,:a309_7,1.44
to_a-327,d_a309,1.0,1e-07,destination_node,to_a-327_d_a309,1e-07
from_a-3317,to_a-3317,13.89,8.493160547156227,real,a-3317,117.97
to_a-3317,from_a3324,5.47,1.780621572212066,internal,:a2776_12,9.74
to_a-3317,from_a3336,13.89,1.491720662347012,internal,:a2776_13,20.72
to_a-3317,from_a3318,13.89,1.6882649388048956,internal,:a2776_14,23.45
to_a-3317,from_a-2777,13.89,0.46652267818574517,internal,:a2776_15,6.48
to_a-3317,from_a-3200,9.73,0.5149023638232271,internal,:a2776_16,5.01
to_a-3317,from_a3317,3.65,0.39452054794520547,internal,:a2776_17,1.44
to_a-3317,d_a2776,1.0,1e-07,destination_node,to_a-3317_d_a2776,1e-07
from_a-3318,to_a-3318,13.89,8.493160547156227,real,a-3318,117.97
to_a-3318,from_a-2777,5.47,1.780621572212066,internal,:a2776_30,9.74
to_a-3318,from_a-3200,8.54,1.9121779859484778,internal,:a2776_31,16.33
to_a-3318,from_a3317,13.89,1.6882649388048956,internal,:a2776_32,23.45
to_a-3318,from_a3324,13.89,0.46652267818574517,internal,:a2776_33,6.48
to_a-3318,from_a3336,7.42,0.8086253369272237,internal,:a2776_34,6.0
to_a-3318,from_a3318,3.65,0.39452054794520547,internal,:a2776_35,1.44
to_a-3318,d_a2776,1.0,1e-07,destination_node,to_a-3318_d_a2776,1e-07
from_a-3324,to_a-3324,13.89,13.18214542836573,real,a-3324,183.1
to_a-3324,from_a3336,8.54,1.9121779859484778,internal,:a2776_6,16.33
to_a-3324,from_a3318,13.89,1.5104391648668105,internal,:a2776_7,20.98
to_a-3324,from_a-2777,13.89,1.6882649388048956,internal,:a2776_8,23.45
to_a-3324,from_a-3200,13.89,0.46652267818574517,internal,:a2776_9,6.48
to_a-3324,from_a3317,7.42,0.8086253369272237,internal,:a2776_10,6.0
to_a-3324,from_a3324,3.65,0.39452054794520547,internal,:a2776_11,1.44
to_a-3324,d_a2776,1.0,1e-07,destination_node,to_a-3324_d_a2776,1e-07
from_a-333,to_a-333,13.89,5.836573074154067,real,a-333,81.07
to_a-333,from_a-310,6.51,1.3870967741935483,internal,:a309_0,9.03
to_a-333,from_a339,13.89,1.036717062634989,internal,:a309_1,14.4
to_a-333,from_a327,8.0,0.50875,internal,:a309_2,4.07
to_a-333,from_a333,3.65,0.39452054794520547,internal,:a309_3,1.44
to_a-333,d_a309,1.0,1e-07,destination_node,to_a-333_d_a309,1e-07
from_a-3336,to_a-3336,13.89,12.710583153347732,real,a-3336,176.55
to_a-3336,from_a3318,5.47,1.780621572212066,internal,:a2776_0,9.74
to_a-3336,from_a-2777,8.54,1.9121779859484778,internal,:a2776_1,16.33
to_a-3336,from_a-3200,13.89,1.5104391648668105,internal,:a2776_2,20.98
to_a-3336,from_a3317,13.89,0.19582433405327573,internal,:a2776_3,2.72
to_a-3336,from_a3324,9.73,0.31551901336073995,internal,:a2776_4,3.07
to_a-3336,from_a3336,3.65,0.39452054794520547,internal,:a2776_5,1.44
to_a-3336,d_a2776,1.0,1e-07,destination_node,to_a-3336_d_a2776,1e-07
from_a-3337,to_a-3337,13.89,5.511159107271418,real,a-3337,76.55
to_a-3337,from_a3338,5.47,1.780621572212066,internal,:a2418_20,9.74
to_a-3337,from_a-2419,8.54,1.9121779859484778,internal,:a2418_21,16.33
to_a-3337,from_a3339,13.89,1.4197264218862489,internal,:a2418_22,19.72
to_a-3337,from_a3355,8.94,0.4686800894854587,internal,:a2418_23,4.19
to_a-3337,from_a3337,3.65,0.39452054794520547,internal,:a2418_24,1.44
to_a-3337,d_a2418,1.0,1e-07,destination_node,to_a-3337_d_a2418,1e-07
from_a-3338,to_a-3338,13.89,8.493160547156227,real,a-3338,117.97
to_a-3338,from_a-2419,5.47,1.780621572212066,internal,:a2418_15,9.74
to_a-3338,from_a3339,9.75,1.66974358974359,internal,:a2418_16,16.28
to_a-3338,from_a3355,13.89,1.3851691864650826,internal,:a2418_17,19.24
to_a-3338,from_a3337,7.42,2.6024258760107815,internal,:a2418_18,19.31
to_a-3338,from_a3338,3.65,0.39452054794520547,internal,:a2418_19,1.44
to_a-3338,d_a2418,1.0,1e-07,destination_node,to_a-3338_d_a2418,1e-07
from_a-3339,to_a-3339,13.89,14.776817854571634,real,a-3339,205.25
to_a-3339,from_a3355,9.42,1.3768577494692145,internal,:a2418_5,12.97
to_a-3339,from_a3337,13.89,1.5248380129589632,internal,:a2418_6,21.18
to_a-3339,from_a3338,10.84,0.5608856088560886,internal,:a2418_7,6.08
to_a-3339,from_a-2419,7.81,0.6696542893725993,internal,:a2418_8,5.23
to_a-3339,from_a3339,3.65,0.39452054794520547,internal,:a2418_9,1.44
to_a-3339,d_a2418,1.0,1e-07,destination_node,to_a-3339_d_a2418,1e-07
from_a-3355,to_a-3355,13.89,5.836573074154067,real,a-3355,81.07
to_a-3355,from_a3337,7.65,1.684967320261438,internal,:a2418_0,12.89
to_a-3355,from_a3338,13.42,1.247391952309985,internal,:a2418_1,16.74
to_a-3355,from_a-2419,13.89,1.3628509719222461,internal,:a2418_2,18.93
to_a-3355,from_a3339,10.58,0.390359168241966,internal,:a2418_3,4.13
to_a-3355,from_a3355,3.65,0.39452054794520547,internal,:a2418_4,1.44
to_a-3355,d_a2418,1.0,1e-07,destination_node,to_a-3355_d_a2418,1e-07
from_a-3357,to_a-3357,13.89,8.819294456443485,real,a-3357,122.5
to_a-3357,from_a3358,6.61,1.7639939485627836,internal,:a2902_0,11.66
to_a-3357,from_a-2903,7.42,2.6024258760107815,internal,:a2902_1,19.31
to_a-3357,from_a3357,3.65,0.39452054794520547,internal,:a2902_2,1.44
to_a-3357,d_a2902,1.0,1e-07,destination_node,to_a-3357_d_a2902,1e-07
from_a-3358,to_a-3358,13.89,14.830093592512599,real,a-3358,205.99
to_a-3358,from_a-2903,11.58,1.7227979274611398,internal,:a2902_6,19.95
to_a-3358,from_a3357,8.09,0.7292954264524104,internal,:a2902_7,5.9
to_a-3358,from_a3358,3.65,0.39452054794520547,internal,:a2902_8,1.44
